Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Certified-Expired,H-1B,10/28/2011,"TRIPLE POINT TECHNOLOGY, INC.",CT,"Computer Software Engineers, Applications",IT,67496,Annually
Certified-Expired,H-1B,10/17/2011,"SORENSON ENGINEERING, INC.",CA,Mechanical Engineers,Advanced Mfg,67600,Annually
Denied,H-1B,12/22/2011,"COMPU-CELL, LLC.",FL,"Treasurers, Controllers, and Chief Financial Officers",Other Economic Sector,67625,Annually
Denied,F-1,12/20/2011,PERITUS INC,TX,Computer Systems Analysts,IT,67704,Annually
Denied,H-1B,12/12/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,Network and Computer Systems Administrators,IT,67850,Annually
Certified-Expired,L-1,10/6/2011,"GE MEDICAL SYSTEMS, LLC",WI,"Computer Software Engineers, Systems Software",Advanced Mfg,67925,Annually
Certified,H-1B,12/6/2011,"SPI MANAGEMENT SERVICES, LLC",MA,Computer Security Specialists,IT,68000,Annually
Certified-Expired,L-1,10/13/2011,DEL MONTE FRESH PRODUCE CO.,FL,Computer and Information Systems Managers,Advanced Mfg,68083.2,Annually
Certified,H-1B,12/15/2011,"IGT, INC.",NV,"Computer Software Engineers, Applications",IT,68090,Annually
Denied,F-1,10/28/2011,MIMI'S CONVENIENCE,DC,Cashiers,Retail,68152.8,Annually
Withdrawn,Others,11/17/2011,MITSUI-SOKO (U.S.A.) INC.,CA,Management Analysts,Other Economic Sector,68349,Annually
Certified-Expired,H-1B,10/5/2011,"EBUSINESSWARE, INC.",NY,"Computer Software Engineers, Systems Software",IT,68370,Annually
Certified,H-1B,11/16/2011,ELECTRONIC DATA SYSTEMS CORPORATION,WA,Computer Systems Analysts,IT,68474,Annually
Certified-Expired,H-1B,10/21/2011,FEDERAL HOME LOAN MORTGAGE CORPORATION,VA,Computer Systems Analysts,Finance,68600,Annually
Certified,H-1B,12/2/2011,"STG, INC.",NJ,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,10/21/2011,"EBUSINESSWARE, INC.",NY,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,10/6/2011,LENMAR CONSULTING INC.,NJ,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,11/1/2011,LENMAR CONSULTING INC.,NJ,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,10/5/2011,LENMAR CONSULTING INC.,NJ,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,10/17/2011,LENMAR CONSULTING INC.,NJ,"Computer Software Engineers, Applications",IT,68661,Annually
Certified-Expired,H-1B,10/24/2011,DELOITTE FAS LLP,NY,"Computer Software Engineers, Applications",Finance,68662,Annually
Certified,H-1B,12/16/2011,"MOA MOA, INC.",CA,Computer Programmers,Advanced Mfg,68682,Annually
Denied,H-1B,12/6/2011,"CITY OFWESTLAKE, OHIO",OH,"Computer Software Engineers, Applications",Other Economic Sector,68744,Annually
Certified,H-1B,12/12/2011,REPUBLIC SERVICES,AZ,"Computer Software Engineers, Applications",Other Economic Sector,68910,Annually
Certified-Expired,H-1B,10/19/2011,"ITASCA DENVER, INC.",CO,Hydrologists,Other Economic Sector,69000,Annually
Denied,H-1B,10/25/2011,VENSOFT LLC,DE,"Computer Software Engineers, Applications",IT,69000,Annually
Certified,H-1B,12/8/2011,"YASH TECHNOLOGIES, INC.",IL,"Computer Software Engineers, Applications",IT,69000,Annually
Certified,Others,12/19/2011,PURDHIT & ASSOCIATES DBA STAYBRIDGE SUITES,GA,General and Operations Managers,Educational Services,69000,Annually
Certified-Expired,H-1B,10/28/2011,"AMICUS SYSTEMS, INC",NY,"Computer Software Engineers, Applications",IT,69000,Annually
Denied,H-1B,10/28/2011,"AMICUS SYSTEMS, INC",NY,"Computer Software Engineers, Applications",IT,69000,Annually
Certified-Expired,H-1B,10/18/2011,VALUE CONSULTING LLC,VA,Network and Computer Systems Administrators,Other Economic Sector,69000,Annually
Denied,H-1B,10/28/2011,PRISTINE REHAB CARE LLC,CA,Speech-Language Pathologists,Health Care,69014,Annually
Denied,F-1,10/24/2011,HISCO INTERNATIONAL INC,CA,Purchasing Managers,Other Economic Sector,69035,Annually
Certified,H-1B,11/10/2011,VISUAL CITI INC.,NY,Computer Systems Analysts,IT,69060,Annually
Certified-Expired,H-1B,10/21/2011,"REVEILLE TECHNOLOGIES,INC",NC,Operations Research Analysts,IT,69098,Annually
Certified,H-1B,11/23/2011,"RAINDROP FOUNDATION, INC.",TX,Social and Community Service Managers,Educational Services,69500,Annually
Certified-Expired,H-1B,10/24/2011,"RENOIR PROPERTY MANAGEMENT, INC.",CA,Advertising and Promotions Managers,Hospitality,69576,Annually
Certified-Expired,H-1B,10/25/2011,MEDICA HEALTH PLANS,MN,Computer Systems Analysts,Finance,69649,Annually
Certified,Others,12/12/2011,NATIONAL INSTRUMENTS,TX,"Computer Software Engineers, Systems Software",IT,69701,Annually
Certified,H-1B,11/15/2011,RELIABLE SOFTWARE RESOURCES INC,MI,"Computer Software Engineers, Applications",IT,69805,Annually
Certified-Expired,Others,10/5/2011,"ADVANCED COMPUTING INSTITUTE, LLC",CA,"Treasurers, Controllers, and Chief Financial Officers",Educational Services,70000,Annually
Certified-Expired,H-1B,10/27/2011,THE UNIVERSITY OF SOUTH CAROLINA,SC,"Health Specialties Teachers, Postsecondary",Educational Services,70000,Annually
Certified-Expired,Others,10/25/2011,"ARGUS MEDIA, INC.",TX,Reporters and Correspondents,Other Economic Sector,70000,Annually
Denied,H-1B,12/15/2011,"APEX TECHNOLOGY SYSTEMS, INC",NJ,Computer Systems Analysts,IT,70000,Annually
Certified-Expired,H-1B,10/25/2011,TECHDEMOCRACY LLC,NJ,Computer Programmers,IT,70000,Annually
Certified-Expired,H-1B,10/28/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Certified-Expired,H-1B,10/28/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,10/27/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,10/27/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,11/3/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,11/14/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,11/7/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Certified,H-1B,11/4/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Denied,H-1B,11/2/2011,INDU LLC  D/B/A INTIGROW,GA,Computer Systems Analysts,IT,70000,Annually
Certified-Expired,H-1B,10/21/2011,"SUNPLUS DATA GROUP, INC.",GA,Network and Computer Systems Administrators,IT,70000,Annually
Denied,H-1B,12/21/2011,"SPICA COMPUTERS, LLC",NJ,"Computer Software Engineers, Applications",IT,70000,Annually
Certified,H-1B,12/30/2011,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,NC,"Chemistry Teachers, Postsecondary",Educational Services,70000,Annually
Certified,Others,12/12/2011,"CORNERSTONE APPAREL, INC.",TX,"Managers, All Other",Retail,70200,Annually
Denied,Others,11/16/2011,"HYGLOSS PRODUCTS, INC",NJ,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Finance,70255.2,Annually
Certified,H-1B,12/14/2011,"QUALCOMM, INC.",CA,Industrial Engineers,Advanced Mfg,70283,Annually
Withdrawn,H-1B,12/21/2011,FREUDENBERG-NOK GENERAL PARTNERSHIP,MI,"Computer Software Engineers, Applications",Advanced Mfg,70336,Annually
Certified,L-1,12/13/2011,AEI SERVICES LLC,TX,Financial Analysts,Other Economic Sector,70400,Annually
Certified-Expired,H-1B,10/12/2011,PROGRAMMER RESOURCES INTERNATIONAL INC,MO,"Computer Software Engineers, Systems Software",IT,70866,Annually
Certified,H-1B,12/9/2011,"IPC SYSTEMS, INC.",CT,"Computer Software Engineers, Systems Software",IT,70907,Annually
Denied,H-1B,12/22/2011,WALTER P. MOORE & ASSOCIATES,CA,Civil Engineers,Aerospace,71000,Annually
Denied,H-1B,12/8/2011,ABBOTT LABORATORIES,IL,Statisticians,Advanced Mfg,71000,Annually
Certified-Expired,H-1B,10/25/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,"Computer and Information Scientists, Research",Advanced Mfg,71115,Annually
Certified-Expired,H-1B,10/26/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,"Computer and Information Scientists, Research",Advanced Mfg,71115,Annually
Certified,H-1B,12/9/2011,"MICRON TECHNOLOGY, INC.",VA,"Electronics Engineers, Except Computer",Advanced Mfg,71136,Annually
Certified,H-1B,12/12/2011,"MICRON TECHNOLOGY, INC.",VA,"Electronics Engineers, Except Computer",Advanced Mfg,71136,Annually
Certified-Expired,H-1B,10/20/2011,HEWLETT-PACKARD COMPANY,CA,Computer Systems Analysts,Advanced Mfg,71250,Annually
Certified,L-1,11/10/2011,WORLD WILDLIFE FUND,DC,Accountants,Other Economic Sector,71400,Annually
Denied,H-1B,10/24/2011,"ASML US,INC",CT,Electrical Engineers,Advanced Mfg,71400,Annually
Denied,H-1B,12/19/2011,"G. C. WALLACE, INC.",NV,Civil Engineers,Aerospace,71427.2,Annually
Certified-Expired,H-1B,10/25/2011,"NAN YA PLASTICS CORPORATION, AMERICA",SC,Chemical Engineers,Advanced Mfg,71594,Annually
Certified-Expired,H-1B,10/20/2011,"FRESNO OXYGEN AND WELDING SUPPLIERS, INC.",CA,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Advanced Mfg,71614,Annually
Withdrawn,Others,11/29/2011,"ALL ABOUT CARE, LLC",CA,Home Health Aides,Health Care,71656.8,Annually
Certified-Expired,H-1B,10/24/2011,"WIRTZ BEVERAGE ILLINOIS, LLC",IL,Database Administrators,Other Economic Sector,71750,Annually
Denied,H-1B,12/28/2011,"I & I SOFTWARE, INC",PA,"Computer Software Engineers, Applications",IT,71800,Annually
Denied,H-1B,10/25/2011,RESEARCH IN MOTION CORPORATION (US),TX,"Electronics Engineers, Except Computer",IT,72000,Annually
Certified-Expired,H-1B,10/20/2011,DELL PRODUCTS LP,TX,"Electronics Engineers, Except Computer",Advanced Mfg,72000,Annually
Certified-Expired,H-1B,10/26/2011,GLOBAL TECHNICAL SOFTWARE SERVICES INC,NJ,"Computer Software Engineers, Applications",IT,72000,Annually
Certified,H-1B,12/1/2011,"NOLTE ASSOCIATES, INC",CA,Civil Engineers,Aerospace,72051,Annually
Certified-Expired,H-1B,10/20/2011,ZAMAN LTD.,NY,Editors,Other Economic Sector,72100,Annually
Certified-Expired,H-1B,10/21/2011,"NOBLE ACADEMY-COLUMBUS, INC.",OH,"Education Administrators, Elementary and Secondary School",Educational Services,72140,Annually
Certified-Expired,H-1B,10/3/2011,"JOSS DATA, INC",OH,Economists,IT,72238,Annually
Certified,H-1B,12/14/2011,IBM CORPORATION,NY,"Computer Software Engineers, Systems Software",IT,72405,Annually
Certified-Expired,H-1B,10/4/2011,SAPOT SYSTEMS INC,TX,"Computer Software Engineers, Applications",IT,72426,Annually
Certified,H-1B,11/23/2011,"TRANSPLACE TEXAS, LP",TX,"Computer Software Engineers, Applications",Transportation,72500,Annually
Certified-Expired,H-1B,10/20/2011,HEWLETT-PACKARD COMPANY,CA,Logisticians,Advanced Mfg,72654,Annually
Certified,H-1B,11/22/2011,SMART INFORMATION MGMT SYS INC,NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,10/20/2011,"BARTRONICS AMERICA, INC",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Certified,H-1B,12/22/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,12/12/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,12/14/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,12/6/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,12/12/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Denied,H-1B,12/13/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Certified-Expired,H-1B,10/14/2011,"TRISYNC TECHNOLOGIES, INC.",NJ,"Computer Software Engineers, Applications",IT,72675,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,ND,"Computer Software Engineers, Systems Software",IT,72696,Annually
Denied,H-1B,12/6/2011,MONEYGRAM INTERNATIONAL INC.,CA,"Computer Software Engineers, Applications",IT,72758.04,Annually
Denied,H-1B,12/12/2011,GNHSOFT INC,GA,Engineering Managers,IT,72966,Annually
Certified-Expired,H-1B,10/20/2011,"DIASPARK, INC",NJ,"Computer Software Engineers, Applications",IT,73000,Annually
Certified-Expired,H-1B,10/6/2011,"CORE EDUCATION AND CONSULTING SOLUTIONS, INC.",NJ,"Computer Software Engineers, Applications",Other Economic Sector,73000,Annually
Certified-Expired,Others,10/5/2011,"CORE EDUCATION AND CONSULTING SOLUTIONS, INC.",NJ,"Computer Software Engineers, Applications",Other Economic Sector,73000,Annually
Certified-Expired,H-1B,10/11/2011,"CORE EDUCATION AND CONSULTING SOLUTIONS, INC.",NJ,"Computer Software Engineers, Applications",Other Economic Sector,73000,Annually
Certified,H-1B,12/7/2011,ADAEQUARE INC,VA,Computer Systems Analysts,IT,73000,Annually
Certified,H-1B,12/2/2011,SERRASTREET TECHNOLOGIES INC,CA,"Computer Software Engineers, Applications",Other Economic Sector,73112,Annually
Certified,H-1B,12/7/2011,"AFFILIATED COMPUTER SERVICES, INC. AND IT SUBSIDIARIES AND AFFILIATES",TX,Accountants,IT,73424,Annually
Certified,J-1,12/20/2011,"MIDATLANTIC CONSTRUCTION & DESIGN ASSOCIATES, INC.",NJ,Environmental Engineers,Construction,73715,Annually
Withdrawn,Others,11/8/2011,MARION HAYDEN,CA,Home Health Aides,Other Economic Sector,73759.2,Annually
Certified-Expired,H-1B,10/17/2011,"REGARDIE, BROOKS & LEWIS",MD,Auditors,Finance,73800,Annually
Certified-Expired,H-1B,10/19/2011,"REGARDIE, BROOKS & LEWIS",MD,Auditors,Finance,73800,Annually
Certified,H-1B,11/18/2011,ABBOTT LABORATORIES,IL,Marketing Managers,Advanced Mfg,73840,Annually
Certified-Expired,H-1B,10/20/2011,KOHLER CO.,WI,Computer Systems Analysts,Advanced Mfg,73902,Annually
Certified,H-1B,11/15/2011,MOTORS INSURANCE CORPORATION,MI,Financial Analysts,Finance,74000,Annually
Certified,H-1B,12/8/2011,OIKOS PROPERTIES D/B/A WINGATE LAGRANGE,GA,"Treasurers, Controllers, and Chief Financial Officers",Other Economic Sector,74000,Annually
Certified,H-1B,11/10/2011,MIDWAYUSA,MO,Engineering Managers,Retail,74000,Annually
Certified-Expired,H-1B,10/6/2011,ZAFFERA LLC,NJ,Computer Systems Analysts,Other Economic Sector,74000,Annually
Certified-Expired,H-1B,10/24/2011,"CONCH TECHNOLOGIES, INC.",TN,"Computer Software Engineers, Systems Software",IT,74000,Annually
Denied,H-1B,12/14/2011,"INFOMERICA, INC",NC,"Computer Software Engineers, Systems Software",IT,74048,Annually
Certified,H-1B,12/20/2011,RESEARCH FOUNDATION OF  CUNY,NY,Political Scientists,Educational Services,74048,Annually
Certified-Expired,H-1B,10/12/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,74360,Annually
Certified-Expired,H-1B,10/5/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,74360,Annually
Certified,H-1B,12/19/2011,"TETRASOFT, INC.",MO,Computer Systems Analysts,IT,74360,Annually
Certified-Expired,H-1B,10/20/2011,"MICRON TECHNOLOGY, INC.",ID,Electrical Engineers,Advanced Mfg,74568,Annually
Certified,H-1B,12/20/2011,"INTEGRAL CONSULTING SERVICES, INC.",MD,Computer Systems Analysts,IT,74797,Annually
Certified-Expired,H-1B,10/31/2011,MEDICAL IMAGING SOLUTIONS GROUP,GA,Purchasing Managers,Other Economic Sector,74800,Annually
Certified,H-1B,11/4/2011,HEWLETT-PACKARD COMPANY,ID,Market Research Analysts,Advanced Mfg,75000,Annually
Certified-Expired,H-1B,10/31/2011,"PECO ENERGY, AN EXELON COMPANY",PA,Financial Analysts,Energy,75000,Annually
Certified-Expired,H-1B,10/24/2011,"ORION HEALTH, INC.",MA,Computer Systems Analysts,IT,75000,Annually
Certified,H-1B,12/14/2011,"CARLSON MARKETING WORLDWIDE, INC.",MN,Market Research Analysts,Other Economic Sector,75000,Annually
Certified-Expired,L-1,10/21/2011,ON SEMICONDUCTOR CORPORATION,CA,"Electronics Engineers, Except Computer",Advanced Mfg,75000,Annually
Certified-Expired,Others,10/28/2011,HANWHA L&C ALABAMA LLC,AL,Engineering Managers,Automotive,75000,Annually
Withdrawn,H-1B,12/9/2011,GLOBAL INFOTECH INC,IL,"Computer Software Engineers, Applications",IT,75000,Annually
Certified-Expired,H-1B,10/28/2011,CIT GROUP INC,NJ,Financial Analysts,Finance,75000,Annually
Certified-Expired,H-1B,10/13/2011,"AUTOMATIC DATA PROCESSING, INC.",WA,"Computer Software Engineers, Applications",IT,75400,Annually
Certified,H-1B,12/6/2011,"HONEYWELL INTERNATIONAL, INC.",IL,Mechanical Engineers,Aerospace,75500,Annually
Certified-Expired,H-1B,10/21/2011,"RESEARCH SYSTEMS, INC DBA ITT VIS",CO,"Computer Software Engineers, Applications",IT,75566,Annually
Certified,H-1B,11/10/2011,"QUALCOMM, INC.",CO,"Computer Software Engineers, Applications",Advanced Mfg,75566,Annually
Certified-Expired,H-1B,10/5/2011,MINDTREE LIMITED,CA,Computer Systems Analysts,IT,75629,Annually
Certified-Expired,H-1B,10/4/2011,"COLLABORATIVE SYSTEMS, INC.",PA,"Computer Software Engineers, Applications",IT,75733,Annually
Denied,H-1B,12/21/2011,"ADHESIVES RESEARCH, INC.",PA,Physicists,Advanced Mfg,75755,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,76000,Annually
Certified-Expired,H-1B,10/25/2011,"CORE EDUCATION AND CONSULTING SOLUTIONS, INC.",NJ,Computer Systems Analysts,Other Economic Sector,76000,Annually
Certified-Expired,H-1B,10/20/2011,"MILLENIUM EDUCATION FOUNDATION, INC.",MO,"Education Administrators, Elementary and Secondary School",Educational Services,76267,Annually
Denied,H-1B,12/2/2011,"MARSHALL MILLER AND ASSOCIATES, INC.",KY,"Mining and Geological Engineers, Including Mining Safety Engineers",Aerospace,76357,Annually
Certified,Others,12/21/2011,L.B.J. JEANS CORP.,NY,"Tailors, Dressmakers, and Custom Sewers",Retail,76387.2,Annually
Certified-Expired,H-1B,10/31/2011,"EQECAT, INC.",CA,Statisticians,Aerospace,76461,Annually
Certified-Expired,H-1B,10/25/2011,"ADESA, INC.",IN,"Computer Software Engineers, Applications",Other Economic Sector,76500,Annually
Certified-Expired,H-1B,10/25/2011,"ADESA, INC.",IN,"Computer Software Engineers, Applications",Other Economic Sector,76500,Annually
Certified-Expired,H-1B,10/27/2011,"ADESA, INC.",IN,"Computer Software Engineers, Applications",Other Economic Sector,76500,Annually
Denied,H-1B,12/7/2011,"RAINDROP FOUNDATION, INC.",TX,Instructional Coordinators,Educational Services,76544.33,Annually
Certified,H-1B,12/14/2011,"QUALCOMM, INC.",CA,Database Administrators,Advanced Mfg,76690,Annually
Denied,H-1B,12/22/2011,"ANJANA SOFTWARE SOLUTIONS INC.,",CA,"Computer Software Engineers, Applications",IT,76835,Annually
Certified,H-1B,11/3/2011,"REALPAGE, INC.",TX,"Computer Software Engineers, Systems Software",IT,77000,Annually
Certified,H-1B,12/9/2011,"REALPAGE, INC.",TX,"Computer Software Engineers, Systems Software",IT,77000,Annually
Certified-Expired,H-1B,10/17/2011,ZUMBOX INC,CA,"Computer Software Engineers, Applications",IT,77000,Annually
Denied,H-1B,11/14/2011,REVEREIT LLC,NH,"Computer Software Engineers, Applications",IT,77043,Annually
Denied,H-1B,12/13/2011,CUMMINS INC.,MN,Mechanical Engineers,Advanced Mfg,77043,Annually
Certified-Expired,L-1,10/19/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",TX,"Computer Software Engineers, Applications",IT,77250,Annually
Denied,H-1B,12/28/2011,PRICELINE.COM,CT,"Computer Software Engineers, Systems Software",Retail,77293,Annually
Certified,H-1B,12/20/2011,"HP ENTERPRISE SERVICES, LLC",WA,"Computer Software Engineers, Applications",IT,77480,Annually
Certified-Expired,H-1B,10/14/2011,"LOGICATECH, INC",VA,"Computer Software Engineers, Applications",IT,77522,Annually
Denied,H-1B,12/7/2011,INTERDYN LANAC TECHNOLOGY CORP.,IL,"Computer Software Engineers, Applications",IT,77550,Annually
Certified,H-1B,11/10/2011,SITA CORP,NJ,Computer Systems Analysts,IT,77584,Annually
Certified-Expired,H-1B,10/31/2011,GREG MILLER LLC,IA,"Computer Software Engineers, Applications",Finance,77626,Annually
